Datum,Warengruppe,Umsatz,Jahr,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wochentag,Monat,Wochentag_c,Monat_c,Wochenende,SommerferienSH,SommerferienNRW,SommerferienNDS,SommerferienHE,Feiertag,Ostern,ChristiHimmelfahrt,Pfingsten,TDE,Silvester,Ostern_ext,ChristiHimmelfahrt_ext,Pfingsten_ext,Silvester_ext,Jahreszeit,Fruehling,Sommer,Herbst,Winter,Umsatz_NA,Umsatz_lag_1W,Umsatz_lag_2W,Umsatz_lag_3W,Umsatz_lag_4W,Umsatz_lag
2014-01-03,2,405.81,2014,0,7,6.8,10,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,433.89,273.62,215.1,242.43,0
2014-01-03,3,99.61,2014,0,7,6.8,10,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,155.12,91.33,66.21,72.78,0
2014-01-03,4,111.36,2014,0,7,6.8,10,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,69.93,NA,81.36,0
2014-01-03,5,227.91,2014,0,7,6.8,10,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,270.57,187.41,181.36,211.04,0
2014-01-04,1,116.25,2014,0,5,6.9,11,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,124.54,120.79,121.41,0
2014-01-04,2,408.76,2014,0,5,6.9,11,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,354.06,327.61,330.41,0
2014-01-04,3,176.1,2014,0,5,6.9,11,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,120.98,103.13,116.8,0
2014-01-04,4,104.67,2014,0,5,6.9,11,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,63.56,NA,61.39,0
2014-01-04,5,262.18,2014,0,5,6.9,11,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,191.01,197.8,194.82,0
2014-01-05,1,67.79,2014,0,7,6.2,11,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,131.27,41.73,71.54,36.27,0
2014-01-05,2,529.98,2014,0,7,6.2,11,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,510.02,463.81,564.34,502.37,0
2014-01-05,3,178.66,2014,0,7,6.2,11,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,186.14,145.08,188.33,169.02,0
2014-01-05,4,124.76,2014,0,7,6.2,11,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,175.49,138.66,97.48,102,0
2014-01-05,5,242.82,2014,0,7,6.2,11,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,292.52,236.08,217.49,211.4,0
2014-01-06,1,146.91,2014,0,7,7.9,11,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,126.59,183.61,120.79,134.68,0
2014-01-06,2,299.87,2014,0,7,7.9,11,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,494.78,430.94,230.29,224.64,0
2014-01-06,3,96.44,2014,0,7,7.9,11,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,187.94,129.11,72.95,104.23,0
2014-01-06,4,104.29,2014,0,7,7.9,11,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,60.81,37.19,66.15,0
2014-01-06,5,247.85,2014,0,7,7.9,11,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,454.38,221.06,157.39,170.52,0
2014-01-07,1,147.55,2014,0,7,10.4,13,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,211.39,220.33,74.63,104.35,0
2014-01-07,2,296.55,2014,0,7,10.4,13,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,586.13,531.78,261.52,257.95,0
2014-01-07,3,113,2014,0,7,10.4,13,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,192.2,131.06,88.81,112.12,0
2014-01-07,4,79.42,2014,0,7,10.4,13,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,NA,69.95,60.81,0
2014-01-07,5,211.33,2014,0,7,10.4,13,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,1625.69,251.57,174.57,149.43,0
2014-01-08,1,99.91,2014,0,7,8.6,15,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,NA,86.41,85.91,0
2014-01-08,2,258.41,2014,0,7,8.6,15,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,NA,241.88,258.73,0
2014-01-08,3,110.96,2014,0,7,8.6,15,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,NA,78.67,76.94,0
2014-01-08,4,82.34,2014,0,7,8.6,15,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,NA,81.02,49.73,0
2014-01-08,5,225.8,2014,0,7,8.6,15,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,NA,NA,183.9,155.81,0
2014-01-09,1,113.54,2014,0,7,9.6,16,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,153.17,NA,101.59,88.21,0
2014-01-09,2,260.44,2014,0,7,9.6,16,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,449.42,NA,265.15,246.42,0
2014-01-09,3,84,2014,0,7,9.6,16,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,142.31,NA,66.42,99.2,0
2014-01-09,4,80.27,2014,0,7,9.6,16,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,71.73,NA,79.06,62.75,0
2014-01-09,5,243.43,2014,0,7,9.6,16,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,257.53,NA,175.65,180.75,0
2014-01-10,1,119.06,2014,0,7,6.6,17,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,109.48,152.37,114.6,85.53,0
2014-01-10,2,286.48,2014,0,7,6.6,17,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,405.81,433.89,273.62,215.1,0
2014-01-10,3,95.58,2014,0,7,6.6,17,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,99.61,155.12,91.33,66.21,0
2014-01-10,4,63.25,2014,0,7,6.6,17,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,111.36,NA,69.93,NA,0
2014-01-10,5,218.5,2014,0,7,6.6,17,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,227.91,270.57,187.41,181.36,0
2014-01-11,1,127.96,2014,0,7,5.6,18,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,116.25,NA,124.54,120.79,0
2014-01-11,2,384.23,2014,0,7,5.6,18,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,408.76,NA,354.06,327.61,0
2014-01-11,3,135.3,2014,0,7,5.6,18,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,176.1,NA,120.98,103.13,0
2014-01-11,4,57.12,2014,0,7,5.6,18,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,104.67,NA,63.56,NA,0
2014-01-11,5,255.19,2014,0,7,5.6,18,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,262.18,NA,191.01,197.8,0
2014-01-12,1,83.4,2014,0,2,5.5,16,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,67.79,131.27,41.73,71.54,0
2014-01-12,2,582.35,2014,0,2,5.5,16,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,529.98,510.02,463.81,564.34,0
2014-01-12,3,219.45,2014,0,2,5.5,16,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,178.66,186.14,145.08,188.33,0
2014-01-12,4,187.47,2014,0,2,5.5,16,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,124.76,175.49,138.66,97.48,0
2014-01-12,5,268.08,2014,0,2,5.5,16,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,242.82,292.52,236.08,217.49,0
2014-01-13,1,103.99,2014,0,8,3.1,10,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,146.91,126.59,183.61,120.79,0
2014-01-13,2,251.32,2014,0,8,3.1,10,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,299.87,494.78,430.94,230.29,0
2014-01-13,3,91.95,2014,0,8,3.1,10,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,96.44,187.94,129.11,72.95,0
2014-01-13,4,49.9,2014,0,8,3.1,10,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,104.29,NA,60.81,37.19,0
2014-01-13,5,244.28,2014,0,8,3.1,10,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,247.85,454.38,221.06,157.39,0
2014-01-14,1,166.35,2014,0,6,4.2,6,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,147.55,211.39,220.33,74.63,0
2014-01-14,2,305.62,2014,0,6,4.2,6,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,296.55,586.13,531.78,261.52,0
2014-01-14,3,122.78,2014,0,6,4.2,6,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,113,192.2,131.06,88.81,0
2014-01-14,4,83.76,2014,0,6,4.2,6,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,79.42,NA,NA,69.95,0
2014-01-14,5,258.02,2014,0,6,4.2,6,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,211.33,1625.69,251.57,174.57,0
2014-01-15,1,139.04,2014,0,7,3.2,7,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,99.91,NA,NA,86.41,0
2014-01-15,2,266.69,2014,0,7,3.2,7,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,258.41,NA,NA,241.88,0
2014-01-15,3,87.37,2014,0,7,3.2,7,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,110.96,NA,NA,78.67,0
2014-01-15,4,78.65,2014,0,7,3.2,7,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,82.34,NA,NA,81.02,0
2014-01-15,5,258.99,2014,0,7,3.2,7,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,225.8,NA,NA,183.9,0
2014-01-16,1,117.78,2014,0,8,2.7,9,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,113.54,153.17,NA,101.59,0
2014-01-16,2,280.28,2014,0,8,2.7,9,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,260.44,449.42,NA,265.15,0
2014-01-16,3,96.86,2014,0,8,2.7,9,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,84,142.31,NA,66.42,0
2014-01-16,4,57.52,2014,0,8,2.7,9,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,80.27,71.73,NA,79.06,0
2014-01-16,5,217.58,2014,0,8,2.7,9,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,243.43,257.53,NA,175.65,0
2014-01-17,1,94.79,2014,0,7,6.7,4,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,119.06,109.48,152.37,114.6,0
2014-01-17,2,257.77,2014,0,7,6.7,4,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,286.48,405.81,433.89,273.62,0
2014-01-17,3,104.95,2014,0,7,6.7,4,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,95.58,99.61,155.12,91.33,0
2014-01-17,4,61.47,2014,0,7,6.7,4,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,63.25,111.36,NA,69.93,0
2014-01-17,5,228.69,2014,0,7,6.7,4,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,218.5,227.91,270.57,187.41,0
2014-01-18,1,102.63,2014,0,7,5.9,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,127.96,116.25,NA,124.54,0
2014-01-18,2,357.41,2014,0,7,5.9,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,384.23,408.76,NA,354.06,0
2014-01-18,3,120.95,2014,0,7,5.9,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,135.3,176.1,NA,120.98,0
2014-01-18,4,66.71,2014,0,7,5.9,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,57.12,104.67,NA,63.56,0
2014-01-18,5,296.46,2014,0,7,5.9,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,255.19,262.18,NA,191.01,0
2014-01-19,1,53,2014,0,7,2.9,19,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,83.4,67.79,131.27,41.73,0
2014-01-19,2,519.73,2014,0,7,2.9,19,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,582.35,529.98,510.02,463.81,0
2014-01-19,3,201.95,2014,0,7,2.9,19,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,219.45,178.66,186.14,145.08,0
2014-01-19,4,161.39,2014,0,7,2.9,19,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,187.47,124.76,175.49,138.66,0
2014-01-19,5,284.62,2014,0,7,2.9,19,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,268.08,242.82,292.52,236.08,0
2014-01-20,1,99.68,2014,0,8,0.4,13,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,103.99,146.91,126.59,183.61,0
2014-01-20,2,273.49,2014,0,8,0.4,13,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,251.32,299.87,494.78,430.94,0
2014-01-20,3,113.23,2014,0,8,0.4,13,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,91.95,96.44,187.94,129.11,0
2014-01-20,4,66.17,2014,0,8,0.4,13,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,49.9,104.29,NA,60.81,0
2014-01-20,5,207.23,2014,0,8,0.4,13,2,1,Montag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,244.28,247.85,454.38,221.06,0
2014-01-21,1,116.78,2014,0,7,-0.6,7,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,166.35,147.55,211.39,220.33,0
2014-01-21,2,259.27,2014,0,7,-0.6,7,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,305.62,296.55,586.13,531.78,0
2014-01-21,3,77.56,2014,0,7,-0.6,7,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,122.78,113,192.2,131.06,0
2014-01-21,4,98.21,2014,0,7,-0.6,7,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,83.76,79.42,NA,NA,0
2014-01-21,5,211.79,2014,0,7,-0.6,7,3,1,Dienstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,258.02,211.33,1625.69,251.57,0
2014-01-22,1,102.34,2014,0,8,-3.1,14,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,139.04,99.91,NA,NA,0
2014-01-22,2,241.12,2014,0,8,-3.1,14,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,266.69,258.41,NA,NA,0
2014-01-22,3,92.26,2014,0,8,-3.1,14,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,87.37,110.96,NA,NA,0
2014-01-22,4,82.14,2014,0,8,-3.1,14,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,78.65,82.34,NA,NA,0
2014-01-22,5,235.35,2014,0,8,-3.1,14,4,1,Mittwoch,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,258.99,225.8,NA,NA,0
2014-01-23,1,105.74,2014,0,8,-3.2,11,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,117.78,113.54,153.17,NA,0
2014-01-23,2,263.98,2014,0,8,-3.2,11,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,280.28,260.44,449.42,NA,0
2014-01-23,3,81.1,2014,0,8,-3.2,11,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,96.86,84,142.31,NA,0
2014-01-23,4,66.05,2014,0,8,-3.2,11,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,57.52,80.27,71.73,NA,0
2014-01-23,5,265.99,2014,0,8,-3.2,11,5,1,Donnerstag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,217.58,243.43,257.53,NA,0
2014-01-24,1,143.16,2014,0,2,-5.2,13,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,94.79,119.06,109.48,152.37,0
2014-01-24,2,261.22,2014,0,2,-5.2,13,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,257.77,286.48,405.81,433.89,0
2014-01-24,3,107.53,2014,0,2,-5.2,13,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,104.95,95.58,99.61,155.12,0
2014-01-24,4,72.39,2014,0,2,-5.2,13,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,61.47,63.25,111.36,NA,0
2014-01-24,5,254.01,2014,0,2,-5.2,13,6,1,Freitag,Januar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,228.69,218.5,227.91,270.57,0
2014-01-25,1,129.09,2014,0,5,-7,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,102.63,127.96,116.25,NA,0
2014-01-25,2,351.25,2014,0,5,-7,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,357.41,384.23,408.76,NA,0
2014-01-25,3,126.53,2014,0,5,-7,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,120.95,135.3,176.1,NA,0
2014-01-25,4,84.51,2014,0,5,-7,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,66.71,57.12,104.67,NA,0
2014-01-25,5,317.3,2014,0,5,-7,8,7,1,Samstag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,296.46,255.19,262.18,NA,0
2014-01-26,1,65.49,2014,0,1,-8.5,10,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,53,83.4,67.79,131.27,0
2014-01-26,2,483.66,2014,0,1,-8.5,10,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,519.73,582.35,529.98,510.02,0
2014-01-26,3,180.14,2014,0,1,-8.5,10,1,1,Sonntag,Januar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,FALSE,201.95,219.45,178.66,186.14,0
